patientId,method,deletion_auc,insertion_auc
0bf1767e-263b-443d-935f-489fe858922b,scorecam,0.621954987446467,0.9961822089694795
3251dea8-4f74-4f4b-8f56-167b0213414b,gradcam,0.7159778418995085,0.9985175473349435
3251dea8-4f74-4f4b-8f56-167b0213414b,gradcampp,0.717964788277944,0.9984862917945498
3251dea8-4f74-4f4b-8f56-167b0213414b,eigencam,0.8112116456031799,0.9984349409739176
3251dea8-4f74-4f4b-8f56-167b0213414b,layercam,0.7292254567146301,0.9984566711244129
3251dea8-4f74-4f4b-8f56-167b0213414b,scorecam,0.7516574802852812,0.9985618619691758
647b7bbc-5cfb-4776-b157-838a4264d318,gradcam,0.8061819331986564,0.9979329733621507
647b7bbc-5cfb-4776-b157-838a4264d318,gradcampp,0.8204502889088222,0.9979340774672372
647b7bbc-5cfb-4776-b157-838a4264d318,eigencam,0.8493896438961938,0.9979266041801089
647b7bbc-5cfb-4776-b157-838a4264d318,layercam,0.8216505504789806,0.9979345599810282
647b7bbc-5cfb-4776-b157-838a4264d318,scorecam,0.8336622090566725,0.997950309798831
7efc355d-92be-4776-8134-7c3daa100a00,gradcam,0.4755783897070658,0.9627064920607067
7efc355d-92be-4776-8134-7c3daa100a00,gradcampp,0.5463909684192567,0.9537882322356814
7efc355d-92be-4776-8134-7c3daa100a00,eigencam,0.5905130626190276,0.9508739738237291
7efc355d-92be-4776-8134-7c3daa100a00,layercam,0.5535250490620023,0.95480120465869
7efc355d-92be-4776-8134-7c3daa100a00,scorecam,0.6153865279186339,0.9502945684251332
c21ec0de-755f-433f-be49-e6ccdc94a735,gradcam,0.6022945713429224,0.9902790188789368
c21ec0de-755f-433f-be49-e6ccdc94a735,gradcampp,0.6358853734674907,0.984453715029217
c21ec0de-755f-433f-be49-e6ccdc94a735,eigencam,0.7717206307819912,0.9797495546795073
c21ec0de-755f-433f-be49-e6ccdc94a735,layercam,0.6441952728089833,0.9823210381326222
c21ec0de-755f-433f-be49-e6ccdc94a735,scorecam,0.6894652588026864,0.9775431865737552
8a233483-8ab2-4cc5-b32b-20fe40cc5d77,gradcam,0.5713058355308714,0.9940464553378877
8a233483-8ab2-4cc5-b32b-20fe40cc5d77,gradcampp,0.5833003662881397,0.994071744737171
8a233483-8ab2-4cc5-b32b-20fe40cc5d77,eigencam,0.656836925517945,0.9943339171863738
8a233483-8ab2-4cc5-b32b-20fe40cc5d77,layercam,0.5876652271974654,0.994059165318807
8a233483-8ab2-4cc5-b32b-20fe40cc5d77,scorecam,0.6454377216952187,0.9941185684431166
a1c8a30b-9978-4be6-9be1-d55456ef2480,gradcam,0.5317019053867885,0.864930442401341
a1c8a30b-9978-4be6-9be1-d55456ef2480,gradcampp,0.5929266852991921,0.8420638754254296
a1c8a30b-9978-4be6-9be1-d55456ef2480,eigencam,0.6630722908746629,0.7042115614527747
a1c8a30b-9978-4be6-9be1-d55456ef2480,layercam,0.5879792273044586,0.8246167869794936
a1c8a30b-9978-4be6-9be1-d55456ef2480,scorecam,0.6122836186772301,0.7778808247475397
b20b2346-f86c-45b5-aeea-a4b10e35b764,gradcam,0.840472956498464,0.997527213323684
b20b2346-f86c-45b5-aeea-a4b10e35b764,gradcampp,0.830238816283998,0.9976214142072768
b20b2346-f86c-45b5-aeea-a4b10e35b764,eigencam,0.8617364508765084,0.9965552460579645
b20b2346-f86c-45b5-aeea-a4b10e35b764,layercam,0.8374495676585606,0.9973348293985639
b20b2346-f86c-45b5-aeea-a4b10e35b764,scorecam,0.7895197584515526,0.9980607231458029
3a483825-5dc2-4318-b0a6-7378f155df2c,gradcam,0.763005636987232,0.9985734905515399
3a483825-5dc2-4318-b0a6-7378f155df2c,gradcampp,0.774461791628883,0.9985374297414508
3a483825-5dc2-4318-b0a6-7378f155df2c,eigencam,0.7992989506040301,0.9985716144243876
3a483825-5dc2-4318-b0a6-7378f155df2c,layercam,0.7845707961491176,0.998219853355771
3a483825-5dc2-4318-b0a6-7378f155df2c,scorecam,0.7775859236717224,0.9985800896372113
8182a93c-4137-4fcb-b983-9814e7a09926,gradcam,0.49756677519707454,0.963273599034264
8182a93c-4137-4fcb-b983-9814e7a09926,gradcampp,0.5068161303088778,0.9396802357264927
8182a93c-4137-4fcb-b983-9814e7a09926,eigencam,0.6900772069181714,0.9259634046327501
8182a93c-4137-4fcb-b983-9814e7a09926,layercam,0.5176786439759391,0.934956051054455
8182a93c-4137-4fcb-b983-9814e7a09926,scorecam,0.5707248051961263,0.9053576503481183
32b35555-525c-41c4-8bbe-44ae86d3ab26,gradcam,0.7576491151537214,0.9988304092770531
32b35555-525c-41c4-8bbe-44ae86d3ab26,gradcampp,0.7553429348128182,0.9984708854130336
32b35555-525c-41c4-8bbe-44ae86d3ab26,eigencam,0.7895830330394563,0.999051448844728
32b35555-525c-41c4-8bbe-44ae86d3ab26,layercam,0.7550948744728452,0.9988763332366943
32b35555-525c-41c4-8bbe-44ae86d3ab26,scorecam,0.7577456377801441,0.9990666508674622
b5a22c51-47f2-4091-af34-ea9b59b298fe,gradcam,0.745528465225583,0.9996082413764227
b5a22c51-47f2-4091-af34-ea9b59b298fe,gradcampp,0.7393149818692889,0.9996079547064645
b5a22c51-47f2-4091-af34-ea9b59b298fe,eigencam,0.7740807987394787,0.9996189020928883
b5a22c51-47f2-4091-af34-ea9b59b298fe,layercam,0.7400988879657927,0.9996175794374376
b5a22c51-47f2-4091-af34-ea9b59b298fe,scorecam,0.7463815183866591,0.9996198727971032
22f2d3ec-f7ea-4778-850d-bb111590202f,gradcam,0.663394319159644,0.9995138645172119
22f2d3ec-f7ea-4778-850d-bb111590202f,gradcampp,0.6689834197362264,0.9995101349694389
